Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Data Scientist,$71K - $133K (Glassdoor est.),"locations
San Jose
time type
Full time
posted on
Posted Yesterday
job requisition id
R112696
Our Company

Changing the world through digital experiences is what Adobe’s all about. We give everyone—from emerging artists to global brands—everything they need to design and deliver exceptional digital experiences! We’re passionate about empowering people to create beautiful and powerful images, videos, and apps, and transform how companies interact with customers across every screen.

We’re on a mission to hire the very best and are committed to creating exceptional employee experiences where everyone is respected and has access to equal opportunity. We realize that new ideas can come from everywhere in the organization, and we know the next big idea could be yours!",4.4,"Adobe
4.4","San Jose, CA",10000+ Employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD)
Machine Learning Engineer/Scientist,$71K - $133K (Glassdoor est.),"locations
San Jose
time type
Full time
posted on
Posted Yesterday
job requisition id
R118552
Our Company

Changing the world through digital experiences is what Adobe’s all about. We give everyone—from emerging artists to global brands—everything they need to design and deliver exceptional digital experiences! We’re passionate about empowering people to create beautiful and powerful images, videos, and apps, and transform how companies interact with customers across every screen.

We’re on a mission to hire the very best and are committed to creating exceptional employee experiences where everyone is respected and has access to equal opportunity. We realize that new ideas can come from everywhere in the organization, and we know the next big idea could be yours!",4.4,"Adobe
4.4","San Jose, CA",10000+ Employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD)
Data Science Trainee,$71K - $133K (Glassdoor est.),"The Challenge:
Are you excited at the prospect of unlocking the secrets held by a data set? Are you fascinated by the possibilities presented by cloud engineering and loosely coupled architectures? In an increasingly connected world, massive amounts of structured and unstructured data open new opportunities. As an aspiring cloud data scientist, you know you can help turn these complex data sets into useful information to solve global challenges. Across private and public sectors — from fraud detection, to cancer research, to national intelligence — you see data scientists turning data into actions and you want to be part of the team.
We have an opportunity for you to develop your analytical skills and establish your career in data science. You’ll join a rigorous training program that combines skills assessments, a comprehensive curriculum, functional mentorship, a capstone analytic challenge, and support to place you on your first data science project. You’ll learn how to write scripts to integrate data, conduct exploratory data analysis to discover hidden trends, apply machine learning in AWS to train predictive models, and use the right combination of tools and frameworks to turn that set of disparate data points into objective answers that inform decisions. Equipped with the foundational data science skills to accelerate your career, you’ll join a team and apply those skills to support our clients’ critical national security missions. Embrace the challenge and join us in driving change through data science.",4.2,"Booz Allen Hamilton
4.2","Arlington, VA",10000+ Employees,1914,Company - Public,Consulting,Business Services,$5 to $10 billion (USD)
Data Scientist (Upstream),$71K - $133K (Glassdoor est.),"JOB SUMMARY

Data scientists at ExxonMobil combine domain expertise with interdisciplinary data science skills to bring insights to today’s most challenging energy decisions. We are looking to hire candidates to work on challenging data science problems across our oil & gas businesses, including exploration, production, refining, chemicals, and retail.

JOB RESPONSIBILITIES

Apply statistical analysis, pattern recognition, and machine learning – along with domain knowledge and subject-specific models – to solve science, engineering, and commercial problems.",3.1,"ExxonMobil
3.1","Houston, TX",10000+ Employees,1870,Company - Public,Energy,"Oil, Gas, Energy & Utilities",$10+ billion (USD)
Assistant Statistician,$71K - $133K (Glassdoor est.),"The Westchester County Department of Health in downtown White Plains has an immediate opening for someone to analyze and report on key health data points. The chosen candidate will assist in setting up data collection systems and/or use existing data collection systems to monitor and track relevant health data. The incumbent will participate in the evaluation and analysis of such data and prepare concise and meaningful report summaries. Responsibilities will include setting up data entry mechanisms, conducting data collections by various methods, working on data entry, performing statistical analyses and writing brief statistical reports. Areas of analysis will include such elements as morbidity, mortality, communicable diseases and other public health related studies. This is a competitive class Civil Service position that will require the successful candidate to be appointed from a list of eligible candidates, following examination.
REQUIRED QUALIFICATIONS
Candidates must have a Bachelor’s degree including, or supplemented by, 12 credits in epidemiology and/or statistics; and 2 years of experience where a primary function of the position was doing statistical analysis work which must have involved participation in statistical research and the use of statistical software applications for data analysis.",3.5,"Westchester County Government
3.5","White Plains, NY",5001 to 10000 Employees,-1,Government,Municipal Governments,Government,Unknown / Non-Applicable
Junior Data Engineer,$71K - $133K (Glassdoor est.),"In this age of disruption, organizations need to navigate the future with confidence by tapping into the power of data analytics, robotics, and cognitive technologies such as Artificial Intelligence (AI). Our Strategy & Analytics portfolio helps clients leverage rigorous analytical capabilities and a pragmatic mindset to solve the most complex of problems. By joining our team, you will play a key role in helping to our clients uncover hidden relationships from vast troves of data and transforming the Government and Public Services marketplace.

Work you'll do

We are looking for experienced Data Engineers to build and deliver innovative, game-changing mission-driven data pipelines. On this project, you will be responsible for leading the architecture and setup of hosted data lakes, as well as the ingestion pipeline and processing for large datasets, working closely with Agile software development team(s). This role includes responsibilities such as creating and managing schedules for data management (migration, integration, etc.) efforts, working with clients to validate migrated data, working with Agile development teams to understand changes and their impacts towards data migration efforts, among other tasks.

The team

Deloitte's Government and Public Services (GPS) practice - our people, ideas, technology and outcomes-is designed for impact. Serving federal, state, & local government clients as well as public higher education institutions, our team of over 15,000+ professionals brings fresh perspective to help clients anticipate disruption, reimagine the possible, and fulfill their mission promise.

The GPS Analytics and Cognitive (A&C) offering is responsible for developing advanced analytics products and applying data visualization and statistical programming tools to enterprise data in order to advance and enable the key mission outcomes for our clients. Our team supports all phases of analytic work product development, from the identification of key business questions through data collection and ETL, and from performing analyses and using a wide range of statistical, machine learning, and applied mathematical techniques to delivery insights to decision-makers. Our practitioners give special attention to the interplay between data and the business processes that produce it and the decision-makers that consume insights.

Qualifications

Required:



Preferred:



How you'll grow

At Deloitte, our professional development plan focuses on helping people at every level of their career to identify and use their strengths to do their best work every day. From entry-level employees to senior leaders, we believe there's always room to learn. We offer opportunities to help sharpen skills in addition to hands-on experience in the global, fast-changing business world. From on-the-job learning experiences to formal development programs, our professionals have a variety of opportunities to continue to grow throughout their career.",4.0,"Deloitte
4.0","Washington, DC",10000+ Employees,1850,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD)
DATA SCIENTIST,$71K - $133K (Glassdoor est.),"Job Summary:
Contributes to a research agenda set by a lead researcher by preparing data sets, analyzing them using data science techniques, and presenting the results. Works as part of a team under general supervision.

Job Responsibilities
Prepares data sets for analysis including cleaning/quality assurance, transformations, restructuring, and integration of multiple data sources (30%)
Implements appropriate data science techniques under the guidance of other data scientists, statisticians, and/or other researchers to find data patterns and answer research questions chosen by the lead researcher including data visualization, statistical analysis, machine learning, and data mining (25%)
Organizes and automates project steps for data preparation and analysis (10%)",4.9,"University of Wisconsin–Madison
4.9","Madison, WI",51 to 200 Employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable
"Statistician, Assistant",$71K - $133K (Glassdoor est.),"The assistant statistician will provide support to the Center for Health Policy Research (Center) statistical team by performing programming, data management, and statistical analyses for national, state and local administrative and survey databases from different sources. The incumbent will program using SAS, SPSS, Stata, SUDAAN, R, as well as other statistical software, and construct variables, create tables, and graphs using Microsoft Office.

Percentage of Time:
100

Shift Start:
8:00 am

Shift End:
5:00 pm

Qualifications for Position

8
Records

Qualifications

Required/Preferred

Bachelors or higher degree in statistics.

Preferred

Demonstrated ability and experience in the utilization of statistical software.

Required

Demonstrated ability to use PC-based computing systems in a network environment. Proficiency with Microsoft Windows and Office software. Familiarity with the world-wide-web as an information resource.

Required

Knowledge of or demonstrated ability to learn statistical analysis techniques and experience in data management.

Required

English communication skills to effectively communicate in oral and written form with all levels of people including, Principal Investigators, Project Managers, and co-workers of equal stature.

Required

Demonstrated organizational skills to set-up tracking systems, prioritize job duties, and track each assignment to a satisfactory completion.

Required

Demonstrated ability to adapt to changing priorities and circumstances while maintaining professional demeanor.

Required

Demonstrated ability to work with frequent interruptions.

Required

Additional Posting Information


99-Policy Covered


01-31-2022",-1,UCLA,"Los Angeles, CA",1001 to 5000 Employees,1919,College / University,Colleges & Universities,Education,$500 million to $1 billion (USD)
Lead Data Scientist,$71K - $133K (Glassdoor est.),"JOB POSITION: Lead Data Scientist
LOCATION: 1000 Nicollet Mall, Minneapolis, MN 55403
DUTIES: Use analytics tools and develop statistical models to gain insight into the organization’s supply chain network and make it more efficient; integrate output into users platforms for data consumption; development of forecasting and time-series models for supply chain operations research; recommend and document the application of statistical models and build statistical models as well as explore other data science techniques including supervised and unsupervised machine learning techniques; creating linear optimization models and applying linear programming for optimization problems; apply data science techniques building off current models, generate metrics and reports on the performance of their models; apply insights and testing in partnership with business users and run additional tests and improving model output; actively participate in team meetings and support agile ceremonies; mentor and train other scientists on technical solutions; work directly with managers, data science, engineering and business users to share insight and provide access statistical output; and engage with product owners and users to review analysis and recommend additional data points and analytical techniques to be applied. Tools used: Python, PySpark, Hadoop, Git, SQL, R, Jira, Microsoft Office, PyTorch, and TensorFlow Keras. Position includes a telecommute benefit within commuting distance to Minneapolis-area Target office, as directed.


Qualifications:",3.7,"TARGET
3.7","Minneapolis, MN",10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail,$10+ billion (USD)
Data Scientist,$71K - $133K (Glassdoor est.),"Data Scientist - Top Secret Clearance

Do you want to build your brand by working for a leading consulting firm that drives eminence in the marketplace? Are you interested in leveraging your analytical skills and strategic ideas to improve mission execution? If so, Deloitte could be the place for you! Our Government and Public Services Strategy and Analytics team brings deep industry expertise, rigorous analytical capabilities and a pragmatic mindset to help solve our client's most complex business problems. Join our team and play a key role in helping to design our clients' roadmap to the future and help transform the Federal marketplace.

Work you'll do

The Analytics & Cognitive Consultant will join a team responsible for developing advanced analytics products; applying data visualization and statistical programming tools to enterprise data to advance and enable the key mission outcomes. In this role, they will support all phases of analytic work product development, from the identification of key business questions, through data collection and ETL, from performing analyses and using a wide range of statistical, machine learning, and applied mathematical techniques to delivery insights to decision-makers. This role requires special attention to the interplay between data and the business processes that produce it and the decision-makers that consume insights

Additional duties:






Travel up to 10% (While 10% of travel is a requirement of the role, due to COVID-19, non-essential travel has been suspended until further notice.)



Analytics & Cognitive

In this age of disruption, organizations need to navigate the future with confidence by tapping into the power of data analytics, robotics, and cognitive technologies such as Artificial Intelligence. Our Strategy & Analytics portfolio helps clients leverage rigorous analytical capabilities and a pragmatic mindset to solve the most complex of problems. By joining our team, you will play a key role in helping to our clients uncover hidden relationships from vast troves of data and transforming the GPS marketplace.

Analytics & Cognitive will work with our clients to:






Required:







Preferred:









At Deloitte, our professional development plan focuses on helping people at every level of their career to identify and use their strengths to do their best work every day. From entry-level employees to senior leaders, we believe there's always room to learn. We offer opportunities to help sharpen skills in addition to hands-on experience in the global, fast-changing business world. From on-the-job learning experiences to formal development programs at Deloitte University, our professionals have a variety of opportunities to continue to grow throughout their career. Explore Deloitte University, The Leadership Center.",4.0,"Deloitte
4.0","Rosslyn, VA",10000+ Employees,1850,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD)
Data Scientist,$71K - $133K (Glassdoor est.),"test
Required Skills
test
Desired Skills
test
About Agile Onboarding, LLC.
Agile Onboarding is a people first company!",-1,Agile Onboarding,Remote,1 to 50 Employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable
Data Scientist,$71K - $133K (Glassdoor est.),"NSA Overview: The professionals at the National Security Agency (NSA) have one common goal: to protect our nation. The mission requires a strong offense and a steadfast defense. The offense collects, processes, and disseminates intelligence information derived from foreign signals for intelligence and counterintelligence purposes. The defense prevents adversaries from gaining access to sensitive classified national security information. At NSA, Data Science is a fundamental discipline and is present in nearly every aspect of the mission. NSA is the nation's leader in providing foreign signals intelligence while also protecting U.S. government information systems, forging the frontier of communications, and data analysis. We serve the American people by applying technical skills to meaningful work, keeping our friends and families safe for generations to come. You will make a lasting impact serving your country as a Data Scientist at the National Security Agency, using your curiosity and technical expertise to analyze large data sets to inform decision-making against foreign threats. Description of Position: Data science at NSA is a multi-disciplinary field that uses elements of mathematics, statistics, computer science, and application-specific knowledge to gather, make, and communicate principled conclusions from data. Data science is present in every aspect of the mission. NSA Data Scientists tackle challenging real-world problems leveraging big data, high-performance computing, machine learning, and a breadth of other methodologies. We are looking for critical thinkers, problem solvers, and motivated individuals who are enthusiastic about data and believe that answers to hard questions lie in the yet-to-be-told story of diverse, complicated data sets. You will employ your mathematical science, computer science, and quantitative analysis skills to develop solutions to complex data problems and take full advantage of NSA's capabilities to tackle the highest priority foreign intelligence and cybersecurity challenges. Direct hire data scientists are hired into positions directly supporting a technical mission office. You will have the opportunity to collaborate with NSA's experts in the field of data science and other computational disciplines while tackling NSA's highest priority mission challenges. You will have opportunities to attend technical conferences with experts internally and from industry and academia as well as discuss and share NSA's challenges and successes at technical roundtables. As a Data Scientist at NSA, your responsibilities may include: - Exploratory data analysis and exploratory model-fitting to reveal data features of interest - Machine-learned predictive modeling - Construct usable data sets from multiple sources to meet customer needs - Identifying and analyzing anomalous data (including metadata) - Developing conceptual design and models to address mission requirements - Developing qualitative and quantitative methods for characterizing datasets in various states. - Performing analytic modeling, scripting, and/or programming - Working collaboratively and iteratively throughout the data-science lifecycle - Designing and developing analytics and techniques for analysis - Analyzing data using mathematical and statistical methods - Evaluating, documenting, and communicating research processes, analyses, and results to customers, peers, and leadership - Creating interpretable visualizations",-1,National Security Agency,"Fort Meade, MD",Unknown,-1,Government,Federal Agencies,Government,Unknown / Non-Applicable
Data Scientist II,$71K - $133K (Glassdoor est.),"Career Area:
Information Analytics
Job Description:
JOB PURPOSE:
Caterpillar uses quantitative methods such as business simulations, data mining, and advanced statistical techniques to solve problems. The Data Scientist II contributes to this mission by leveraging his or her quantitative analysis, data management, modeling and/or data visualization skills as an individual contributor to project teams tasked with solving business problems.



Relocation is available for this position.",4.0,"Caterpillar
4.0","Nashville, TN",10000+ Employees,1925,Company - Public,Industrial Manufacturing,Manufacturing,$10+ billion (USD)
Data Scientist,$71K - $133K (Glassdoor est.),"At Polaris Inc., we have fun doing what we love by driving change and innovation. We empower employees to take on challenging assignments and roles with an elevated level of responsibility in our agile working environment. Our people make us who we are, and we create incredible products and experiences that empower us to Think Outside.
POSITION SUMMARY:
Polaris’s Data Science team works with business leaders across the enterprise to drive optimized strategy using data. The Data Scientist is responsible for creating recommendations for complex business decisions using predictive analytics. In addition to advanced analytics skills, this role is also proficient at integrating and preparing large, varied datasets, designing and implementing production algorithm scoring, and communicating results. Your focus will be on the back-end of the business, optimizing decisions related to supply chain flow, advanced manufacturing, tooling data, and ensuring the highest quality manufactured products. You are primarily a data scientist but are passionate about developing advanced end-to-end analytics and technology solutions that drive value for our business.",3.8,"Polaris Inc.
3.8","Plymouth, MN",10000+ Employees,1954,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$5 to $10 billion (USD)
Junior Data Scientist,$71K - $133K (Glassdoor est.),"Junior Analyst / Data Scientist
Analyst / Junior Data Scientist
The analyst will join a team of data scientists and IT professionals producing independent, data-driven research for institutional investors. Their focus is using advanced analytics to explain and forecast consumer, business, and investor actions. Creativity and openness to collaboration are paramount.
Company Description
Arbor Research & Trading, LLC is an institutional research and brokerage firm. Founded in 1988, we have a long history of delivering technology-based products to many of the largest and most influential institutions worldwide. Our products offer innovative research across a broad range of global fixed-income, equity, currency, and commodity markets. Our trading desk provides comprehensive issue discovery and high-quality execution in the fixed-income markets.",-1,"Arbor Research & Trading, LLC","Lake Barrington, Lake, IL",-1,-1,-1,-1,-1,-1
Data scientist,$71K - $133K (Glassdoor est.),"Who we are: At PayPal (NASDAQ: PYPL), we believe that every person has the right to participate fully in the global economy. Our mission is to democratize financial services to ensure that everyone, regardless of background or economic standing, has access to affordable, convenient, and secure products and services to take control of their financial lives. We’re a purpose-driven company, and our beliefs are the foundation of how we conduct business every day. We’re guided by our core values of Inclusion, Innovation, Collaboration, and Wellness. Collectively, these values inspire us to work together as One Team with our customers at the center of everything we do, and to take care of ourselves, each other, and the communities in which we live and work. We challenge the status quo, ask questions, and find solutions. Join us as we enable the hopes, dreams, and ambitions of millions of people around the world.
Job Description Summary: PayPal’s Global Data Sciences team is responsible for developing and enhancing machine learning and data mining capabilities, which are key in PayPal’s top-of-the-line data-driven decisions. We are a group of data scientists and problem solvers with strong analytical, mathematical, and programming skills and like to approach various kinds of challenges in complex environments. This role offers a unique opportunity to innovate and improve PayPal’s Data Science capabilities for Risk Detection and Customer Operations.",4.1,"PayPal
4.1","San Jose, CA",10000+ Employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD)
Citizen Data Scientist - Remote,$71K - $133K (Glassdoor est.),"HENKEL IS FOR THOSE WHO STEP UP. DO YOU?
At Henkel, you can make a difference and craft your career. That’s why you own your projects and take full responsibility from an early stage. Our unique brands in markets around the world open up countless opportunities to follow your convictions and explore new paths. If you have an entrepreneurial mindset that allows you to always think out of the box - take the chance and shape the digital future together with us.
YOUR ROLE
Enable the North American regional supply chain organization to make more informed data-based decisions to improve process performance and efficiency.
This is accomplished by exploratory data analysis, data visualization, and supporting process experts with putting data insights into improvement action.",4.3,"Henkel
4.3","New York, NY",10000+ Employees,1876,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD)
JR. DATA SCIENTIST,$71K - $133K (Glassdoor est.),"ViacomCBS (NASDAQ: VIAC; VIACA) is a leading global media and entertainment company that creates premium content and experiences for audiences worldwide. Driven by iconic consumer brands, its portfolio includes CBS, Showtime Networks, Paramount Pictures, Nickelodeon, MTV, Comedy Central, BET, Paramount+, Pluto TV and Simon & Schuster, among others. The company delivers the largest share of the U.S. television audience and boasts one of the industry's most important and extensive libraries of TV and film titles. In addition to offering innovative streaming services and digital video products, ViacomCBS provides powerful capabilities in production, distribution and advertising solutions for partners on five continents.

Advertising on all formats is being reinvented through new business models and the combination of big data, predictive analytics, optimization and other modern data science and analysis techniques. ViacomCBS advanced advertising group is at the forefront of this reinvention of advertising and is currently looking for key new individuals to join our team!

The Product Science and Analytics team is looking for a Junior Data Scientist. In this role, you will need to gain an understanding of our platform, including the predictive, simulation, and optimization models that power it – as well as how those models impact our underlying business. You will be expected to monitor and maintain existing prediction, optimization, and simulation engines. You will also implement custom queries against our data warehouse, run statistical data analyses, and other types of analyses related to platform performance. You will work closely with a dedicated science and software engineering team, as well as key operational teams, to validate and ensure platform KPI performance!


Work with data scientists, data engineers, and software engineers to deliver analysis aimed at underlying business objectives
Execute data driven methodologies to improve product performance and capability
Monitor and maintain platform health, as determined by Vantage business leadership
Ensure technical approaches taken by the Science and Analysis team are appropriate for their objective and underlying data structure
Brainstorm new functionality and features for future platform improvements
Work with semi-technical and non-technical business units in delivering actionable insights from large data sets


Passion for problem-solving and the ability to find answers to difficult questions – the sort of answers that others might struggle to find
Acute attention to detail, strong critical thinking skills, and excellent time management skills
Experience working with production data science systems
Proficiency with extracting insights from large data sets and communicating the results to non-technical staff
Highly proficient in Excel (advanced formulas, pivot tables) and PowerPoint
Comfortable programming in Python and SQL
Basic grasp of relational database structures and data management
Familiarity with cloud-based infrastructure (Amazon Web Services) or Unix/Linux based systems.
Bachelor’s Degree in a STEM field with 2+ years professional experience in data analytics, media tech or ad tech -OR- Master’s/Ph.D. in a STEM field.


Experience in media at an agency, network, or ad-tech firm with a fundamental understanding of digital, addressable, programmatic and/or television advertising
Experience working in a team environment
Strong written and oral communication skills, including experience building and leading presentations
A committed, entrepreneurial approach to building businesses within a fast-paced environment focused on changing the way partners perceive our brand and our product

ViacomCBS is an equal opportunity employer (EOE) including disability/vet.

At ViacomCBS, the spirit of inclusion feeds into everything that we do, on-screen and off. From the programming and movies we create to employee benefits/programs and social impact outreach initiatives, we believe that opportunity, access, resources and rewards should be available to and for the benefit of all. ViacomCBS is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ethnicity, ancestry, religion, creed, sex, national origin, sexual orientation, age, citizenship status, marital status, disability, gender identity, gender expression, and Veteran status.

If you are a qualified individual with a disability or a disabled veteran, you may request a reasonable accommodation if you are unable or limited in your ability to use or access. https://www.viacomcbs.com/careers as a result of your disability. You can request reasonable accommodations by calling 212.846.5500 or by sending an email to viacomaccommodations@viacom.com. Only messages left for this purpose will be returned.",-1,ViacomCBS,"New York, NY",10000+ Employees,2019,Company - Public,Motion Picture Production & Distribution,Media,$10+ billion (USD)
Data Analytics Scientist,$71K - $133K (Glassdoor est.),"Data Analytics Scientist(Job Number: HAM000446)
Honda Dev. and Mfg. of Am LLC

Description

Data Analytics Scientist

Honda has a clear vision for the future in 2030, and it’s a joyful one. We are looking for people with the individual skills, courage, persistence, and dreams that will help us reach our future-focused goals. We are seeking diversity of thought and experience to drive innovation and help us make fully informed decisions.",-1,Honda Dev. and Mfg. of Am LLC,"Marysville, OH",-1,-1,-1,-1,-1,-1
Data Scientist,$71K - $133K (Glassdoor est.),Data Scientist - Candidate is already identified,-1,Camping World,"Lincolnshire, IL",10000+ Employees,1966,Company - Public,Sporting Goods Stores,Retail,$2 to $5 billion (USD)
"Data Scientist, Game Analytics & Strategy",$71K - $133K (Glassdoor est.),"At the NBA, we’re passionate about growing and celebrating the game of basketball. Through the intensity of the game and the amazing athletic skill of our players, we deliver excitement to hundreds of millions of fans around the world. As a global sports and media business, the NBA is so much more. While Basketball Operations runs the league’s on-court activities, other departments manage relationships with television and digital media partners, develop marketing partnerships with some of the world’s most recognizable companies, oversee the licensing of NBA merchandise, and handle a wide range of responsibilities that drive the NBA’s success.

The NBA is committed to providing a safe and healthy workplace. To safeguard our employees and their families, our visitors and the broader community from COVID-19, and in consideration of recommendations from health authorities and the NBA’s own advisors, any individual working onsite in our New York and New Jersey offices must be fully vaccinated against COVID-19. The NBA will discuss accommodations for individuals who cannot be vaccinated due to a medical reason or sincerely held religious belief, practice, or observance.",3.9,"the NBA
3.9","New York, NY",1001 to 5000 Employees,1946,Company - Private,Sports & Recreation,"Arts, Entertainment & Recreation",Unknown / Non-Applicable
Data Scientist,$71K - $133K (Glassdoor est.),"Data Scientist
<br>
Job Description
<br>
Overview
With our powerful real estate data, we have the ability to make a huge impact on the industry. We are seeking a Data Scientist to use their analysis, scripting, and data mining skills to help us deliver even better products. Your knowledge of AI, statistics, and algorithms will be essential to our success.",-1,CoStar Group,,-1,-1,-1,-1,-1,-1
Data Science Trainee,$71K - $133K (Glassdoor est.),"The Challenge:
Are you excited at the prospect of unlocking the secrets held by a data set? Are you fascinated by the possibilities presented by cloud engineering and loosely coupled architectures? In an increasingly connected world, massive amounts of structured and unstructured data open new opportunities. As an aspiring cloud data scientist, you know you can help turn these complex data sets into useful information to solve global challenges. Across private and public sectors — from fraud detection, to cancer research, to national intelligence — you see data scientists turning data into actions and you want to be part of the team.
We have an opportunity for you to develop your analytical skills and establish your career in data science. You’ll join a rigorous training program that combines skills assessments, a comprehensive curriculum, functional mentorship, a capstone analytic challenge, and support to place you on your first data science project. You’ll learn how to write scripts to integrate data, conduct exploratory data analysis to discover hidden trends, apply machine learning in AWS to train predictive models, and use the right combination of tools and frameworks to turn that set of disparate data points into objective answers that inform decisions. Equipped with the foundational data science skills to accelerate your career, you’ll join a team and apply those skills to support our clients’ critical national security missions. Embrace the challenge and join us in driving change through data science.",4.2,"Booz Allen Hamilton
4.2","Arlington, VA",10000+ Employees,1914,Company - Public,Consulting,Business Services,$5 to $10 billion (USD)
Data Scientist (Expert) - Data & Analytics - IT - CS - US,$71K - $133K (Glassdoor est.),"Candidate will develop descriptive, predictive, causal inferential, and prescriptive models, will be able to explore alternative data opportunities and cutting-edge modeling methodologies to improve existing models, should be a clear thinker and an effective communicator, able to translate technical work to a broader business audience to inform commercial decision at Bayer.

Candidate is also expected to collaborate with system integration and data warehouse engineers on data extraction and data cleaning, and work closely with the software engineering team to productize analytic application.

Required Skills:
Statistical and analytical sense, ability to communicate effectively, either R or Python, statistical models, model inference/ interpretation, and machine learning algorithm and package.",4.1,"Bayer
4.1","Saint Louis, MO",10000+ Employees,1863,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD)
Data Scientist,$71K - $133K (Glassdoor est.),"Data Scientists develop algorithms and statistical methods that find patterns and relationships in large volumes of data, driving operations and shaping CIA technology investments.
Full time
Starting salary: $70,150 - $172,500*
Higher starting salary possible depending on experience level
Bachelor's degree
Foreign language bonus eligible
About the Job
As a Data Scientist for CIA, you will organize and interpret data to inform U.S. decision-makers, drive successful operations, and shape CIA technology and resource investments. Through CIA’s global mission, the Agency has access to unique and highly specialized data sets. You will work with advanced hardware, software, and techniques to develop computational algorithms and statistical methods that find patterns and relationships in large volumes of data. You will also create scalable, high performance, and repeatable computational solutions which realize their algorithmic approaches. Data Scientists clearly communicate their conclusions to a diverse audience and become experts through Agency-sponsored continuing education, attendance at academic, and technical conferences as well as collaboration with the Intelligence Community.",4.0,"Central Intelligence Agency
4.0","Washington, DC",Unknown,1947,Government,Federal Agencies,Government,Unknown / Non-Applicable
Junior Data Scientist,$71K - $133K (Glassdoor est.),"Overview:
SRI International, an over 75-year strong pioneering research institute, has a rich history supporting government and industry. Our innovations have created new industries, billions of dollars in market value and lasting benefits to society. SRI is organized around broad disciplines and capabilities, with research and development divisions and labs to groups who excel at identifying new opportunities, developing products and creating custom solutions. Our organization is driven by impact - delivering unique solutions for the world's important challenges and transforming ideas into reality for clients and partners.
Responsibilities:
The Junior Data Scientist, as part of SRI International's Center for Innovation Strategy and Policy (CISP), will contribute to the design and execution of data analysis tasks in support of a diverse range of clients and projects, based out of our Arlington, VA location (Remote work due to COVID). CISP helps organizations, regions, and countries achieve economic and social impact through effective investments in science, technology, and innovation.
Qualifications:",3.8,"SRI International
3.8","Arlington, VA",1001 to 5000 Employees,1946,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD)
Data Scientist,$71K - $133K (Glassdoor est.),"Do you like to apply Data Science in the development of machine processes and Vision Systems in the consumer goods industry? Do you like to solve manufacturing challenges? How would you like to turn on your creative genius and problem-solving to design next generation smart manufacturing systems that deliver superior quality products for consumers? If this sounds like fun, we are looking for someone with your skills and abilities.
As a Data Scientist, you will use modern data analysis and machine learning approaches to help us to develop and understand complex manufacturing systems. You will be working with a highly talented cross-functional team of R&D scientists and engineers with expertise in R&D, manufacturing processes and data infrastructure. This role has a unique ability to use the power of data science to deliver insights and drive end to end thinking starting from raw material to manufacturing processes to final product as delivered to our consumers. Ultimately you will be turning insights derived from data science into actionable recommendations that drive business value.",4.2,"Procter & Gamble
4.2","Cincinnati, OH",10000+ Employees,1837,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD)
