,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,Min_S,Max_S,avg_salary,Country,age_company,python,java,machine learning,aws,Job,Seniority
369,Data Scientist,80 - 156 ,"Master's degree (or Bachelor's degree 3+ years of experience) in a quantitative discipline such as Statistics, Mathematics, Data Science, Business Analytics, Economics, Finance, Engineering, or Computer Science,
1+ years of experience working as a data scientist or a similar role involving data extraction, analysis, statistical modeling, and communication,
1+ years of experience using data querying languages (e.g. SQL), scripting languages (e.g. Python), or statistical/mathematical software (e.g. R, Stata, Matlab, etc.),
Excellent written and verbal communication skills with technical and business teams; ability to speak at a level appropriate for the audience. The ideal candidate can present business cases and document the models and analysis and present the results in order to influence important decisions.
The Amazonian Experience and Technology (AET) team is looking for a passionate Data Scientist with strong analytical and communication skills to support our goal of becoming the most scientific people experience and technology organization in the world. The team is responsible for developing scientific forecasting solutions to increase the efficiency and quality of services provided to Amazon’s growing workforce. This includes forecasting demand, analyzing the causal impact of new events and policies on our services, and building automated solutions using state of the art statistical and machine learning techniques.

We are looking for a motivated data scientist with strong analytical skills who desires to work at the intersection of economics, machine learning, and operations research. In this role, you will be involved in time series forecasting, correlation and causal analyses to understand the impact of different variables on our operations, as well as in determining the optimal allocation of resources across service areas. You will partner with Economists, Applied Scientists, and Engineers to constantly innovate on behalf of our employees.

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.",3.7,Amazon.com Services LLC,"Arlington, VA",10000+ Employees,1994.0,Company - Public,Internet,Information Technology,$10+ billion (USD),80,156,118.0,VA,27.0,1,0,1,0,data scientist,na
370,DATA SCIENTIST,80 - 156 ,"Job Summary:
Contributes to a research agenda set by a lead researcher by preparing data sets, analyzing them using data science techniques, and presenting the results. Works as part of a team under general supervision.

Job Responsibilities
Prepares data sets for analysis including cleaning/quality assurance, transformations, restructuring, and integration of multiple data sources (30%)
Implements appropriate data science techniques under the guidance of other data scientists, statisticians, and/or other researchers to find data patterns and answer research questions chosen by the lead researcher including data visualization, statistical analysis, machine learning, and data mining (25%)
Organizes and automates project steps for data preparation and analysis (10%)",4.9,University of Wisconsin–Madison,"Madison, WI",51 to 200 Employees,-1.0,Company - Public,-1,-1,Unknown / Non-Applicable,80,156,118.0,WI,2022.0,0,0,1,0,data scientist,na
371,Assistant Statistician,80 - 156 ,"The Westchester County Department of Health in downtown White Plains has an immediate opening for someone to analyze and report on key health data points. The chosen candidate will assist in setting up data collection systems and/or use existing data collection systems to monitor and track relevant health data. The incumbent will participate in the evaluation and analysis of such data and prepare concise and meaningful report summaries. Responsibilities will include setting up data entry mechanisms, conducting data collections by various methods, working on data entry, performing statistical analyses and writing brief statistical reports. Areas of analysis will include such elements as morbidity, mortality, communicable diseases and other public health related studies. This is a competitive class Civil Service position that will require the successful candidate to be appointed from a list of eligible candidates, following examination.
REQUIRED QUALIFICATIONS
Candidates must have a Bachelor’s degree including, or supplemented by, 12 credits in epidemiology and/or statistics; and 2 years of experience where a primary function of the position was doing statistical analysis work which must have involved participation in statistical research and the use of statistical software applications for data analysis.",3.5,Westchester County Government,"White Plains, NY",5001 to 10000 Employees,-1.0,Government,Municipal Governments,Government,Unknown / Non-Applicable,80,156,118.0,NY,2022.0,0,0,0,0,na,na
372,Machine Learning Engineer/Scientist,80 - 156 ,"locations
San Jose
time type
Full time
posted on
Posted Yesterday
job requisition id
R118552
Our Company

Changing the world through digital experiences is what Adobe’s all about. We give everyone—from emerging artists to global brands—everything they need to design and deliver exceptional digital experiences! We’re passionate about empowering people to create beautiful and powerful images, videos, and apps, and transform how companies interact with customers across every screen.

We’re on a mission to hire the very best and are committed to creating exceptional employee experiences where everyone is respected and has access to equal opportunity. We realize that new ideas can come from everywhere in the organization, and we know the next big idea could be yours!",4.4,Adobe,"San Jose, CA",10000+ Employees,1982.0,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),80,156,118.0,CA,39.0,0,0,0,0,ML,na
374,"Statistician, Assistant",80 - 156 ,"The assistant statistician will provide support to the Center for Health Policy Research (Center) statistical team by performing programming, data management, and statistical analyses for national, state and local administrative and survey databases from different sources. The incumbent will program using SAS, SPSS, Stata, SUDAAN, R, as well as other statistical software, and construct variables, create tables, and graphs using Microsoft Office.

Percentage of Time:
100

Shift Start:
8:00 am

Shift End:
5:00 pm

Qualifications for Position

8
Records

Qualifications

Required/Preferred

Bachelors or higher degree in statistics.

Preferred

Demonstrated ability and experience in the utilization of statistical software.

Required

Demonstrated ability to use PC-based computing systems in a network environment. Proficiency with Microsoft Windows and Office software. Familiarity with the world-wide-web as an information resource.

Required

Knowledge of or demonstrated ability to learn statistical analysis techniques and experience in data management.

Required

English communication skills to effectively communicate in oral and written form with all levels of people including, Principal Investigators, Project Managers, and co-workers of equal stature.

Required

Demonstrated organizational skills to set-up tracking systems, prioritize job duties, and track each assignment to a satisfactory completion.

Required

Demonstrated ability to adapt to changing priorities and circumstances while maintaining professional demeanor.

Required

Demonstrated ability to work with frequent interruptions.

Required

Additional Posting Information


99-Policy Covered


01-31-2022",-1.0,UCLA,"Los Angeles, CA",1001 to 5000 Employees,1919.0,College / University,Colleges & Universities,Education,$500 million to $1 billion (USD),80,156,118.0,CA,102.0,0,0,0,0,na,na
375,Jr. Data Scientist,80 - 156 ,"In this age of disruption, organizations need to navigate the future with confidence by tapping into the power of data analytics, robotics, and cognitive technologies such as Artificial Intelligence (AI). Our Strategy & Analytics portfolio helps clients leverage rigorous analytical capabilities and a pragmatic mindset to solve the most complex of problems. By joining our team, you will play a key role in helping to our clients uncover hidden relationships from vast troves of data and transforming the Government and Public Services marketplace.

Work you'll do

The Data Scientist will join a team responsible for developing advanced analytics products; applying data visualization and statistical programming tools to enterprise data to advance and enable key mission outcomes. In this role, they will support all phases of analytic work product development, from the identification of key business questions to ETL, from performing analyses to delivery of insights to decision-makers, with particular attention to the interplay between data and the business processes that produce and consume it.

The team

Deloitte's Government and Public Services (GPS) practice - our people, ideas, technology and outcomes-is designed for impact. Serving federal, state, & local government clients as well as public higher education institutions, our team of over 15,000+ professionals brings fresh perspective to help clients anticipate disruption, reimagine the possible, and fulfill their mission promise.

The GPS Analytics and Cognitive (A&C) offering is responsible for developing advanced analytics products and applying data visualization and statistical programming tools to enterprise data in order to advance and enable the key mission outcomes for our clients. Our team supports all phases of analytic work product development, from the identification of key business questions through data collection and ETL, and from performing analyses and using a wide range of statistical, machine learning, and applied mathematical techniques to delivery insights to decision-makers. Our practitioners give special attention to the interplay between data and the business processes that produce it and the decision-makers that consume insights.

Qualifications

Required:



Preferred:



How you'll grow

At Deloitte, our professional development plan focuses on helping people at every level of their career to identify and use their strengths to do their best work every day. From entry-level employees to senior leaders, we believe there's always room to learn. We offer opportunities to help sharpen skills in addition to hands-on experience in the global, fast-changing business world. From on-the-job learning experiences to formal development programs, our professionals have a variety of opportunities to continue to grow throughout their career.",4.0,Deloitte,"Falls Church, VA",10000+ Employees,1850.0,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),80,156,118.0,VA,171.0,0,0,1,0,data scientist,jr
376,Data Scientist,80 - 156 ,"test
Required Skills
test
Desired Skills
test
About Agile Onboarding, LLC.
Agile Onboarding is a people first company!",-1.0,Agile Onboarding,Remote,1 to 50 Employees,-1.0,Company - Public,-1,-1,Unknown / Non-Applicable,80,156,118.0,te,2022.0,0,0,0,0,data scientist,na
377,Data Scientist,80 - 156 ,"locations
San Jose
time type
Full time
posted on
Posted Yesterday
job requisition id
R112696
Our Company

Changing the world through digital experiences is what Adobe’s all about. We give everyone—from emerging artists to global brands—everything they need to design and deliver exceptional digital experiences! We’re passionate about empowering people to create beautiful and powerful images, videos, and apps, and transform how companies interact with customers across every screen.

We’re on a mission to hire the very best and are committed to creating exceptional employee experiences where everyone is respected and has access to equal opportunity. We realize that new ideas can come from everywhere in the organization, and we know the next big idea could be yours!",4.4,Adobe,"San Jose, CA",10000+ Employees,1982.0,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),80,156,118.0,CA,39.0,0,0,0,0,data scientist,na
378,Data Scientist,80 - 156 ,"NSA Overview: The professionals at the National Security Agency (NSA) have one common goal: to protect our nation. The mission requires a strong offense and a steadfast defense. The offense collects, processes, and disseminates intelligence information derived from foreign signals for intelligence and counterintelligence purposes. The defense prevents adversaries from gaining access to sensitive classified national security information. At NSA, Data Science is a fundamental discipline and is present in nearly every aspect of the mission. NSA is the nation's leader in providing foreign signals intelligence while also protecting U.S. government information systems, forging the frontier of communications, and data analysis. We serve the American people by applying technical skills to meaningful work, keeping our friends and families safe for generations to come. You will make a lasting impact serving your country as a Data Scientist at the National Security Agency, using your curiosity and technical expertise to analyze large data sets to inform decision-making against foreign threats. Description of Position: Data science at NSA is a multi-disciplinary field that uses elements of mathematics, statistics, computer science, and application-specific knowledge to gather, make, and communicate principled conclusions from data. Data science is present in every aspect of the mission. NSA Data Scientists tackle challenging real-world problems leveraging big data, high-performance computing, machine learning, and a breadth of other methodologies. We are looking for critical thinkers, problem solvers, and motivated individuals who are enthusiastic about data and believe that answers to hard questions lie in the yet-to-be-told story of diverse, complicated data sets. You will employ your mathematical science, computer science, and quantitative analysis skills to develop solutions to complex data problems and take full advantage of NSA's capabilities to tackle the highest priority foreign intelligence and cybersecurity challenges. Direct hire data scientists are hired into positions directly supporting a technical mission office. You will have the opportunity to collaborate with NSA's experts in the field of data science and other computational disciplines while tackling NSA's highest priority mission challenges. You will have opportunities to attend technical conferences with experts internally and from industry and academia as well as discuss and share NSA's challenges and successes at technical roundtables. As a Data Scientist at NSA, your responsibilities may include: - Exploratory data analysis and exploratory model-fitting to reveal data features of interest - Machine-learned predictive modeling - Construct usable data sets from multiple sources to meet customer needs - Identifying and analyzing anomalous data (including metadata) - Developing conceptual design and models to address mission requirements - Developing qualitative and quantitative methods for characterizing datasets in various states. - Performing analytic modeling, scripting, and/or programming - Working collaboratively and iteratively throughout the data-science lifecycle - Designing and developing analytics and techniques for analysis - Analyzing data using mathematical and statistical methods - Evaluating, documenting, and communicating research processes, analyses, and results to customers, peers, and leadership - Creating interpretable visualizations",-1.0,National Security Agency,"Fort Meade, MD",Unknown,-1.0,Government,Federal Agencies,Government,Unknown / Non-Applicable,80,156,118.0,MD,2022.0,0,0,1,0,data scientist,na
379,University Grad Data Scientist,80 - 156 ,"About Pinterest:
Millions of people across the world come to Pinterest to find new ideas every day. It's where they get inspiration, dream about new possibilities and plan for what matters most. Our mission is to help those people find their inspiration and create a life they love. In your role, you'll be challenged to take on work that upholds this mission and pushes Pinterest forward. You'll grow as a person and leader in your field, all the while helping Pinners make their lives better in the positive corner of the internet.
We're looking for university grad Data Scientists to help us connect Pinners to actionable content that improves the Pinner experience. You'll apply quantitative analysis, modeling, and data mining to improve the relevance of Pins across our Ads, Search, and Feeds products.
What you'll do:


Not Specified
0",4.3,Pinterest,"San Francisco, CA",1001 to 5000 Employees,2010.0,Company - Public,Internet,Information Technology,$100 to $500 million (USD),80,156,118.0,CA,11.0,0,0,0,0,data scientist,na
380,Data Scientist,80 - 156 ,"Remote, Work from Home, United States

Position Summary:
The Data Scientist role within the Medicare Customer Analytics team is an opportunity for a curious mind to drive project focused data science and analytics that enable us to better serve our seniors. This individual is responsible for identifying the key factors that describe the behaviors, decision-making, and product preferences of Medicare beneficiaries. The insights identified will enable our business partners to design strategies and solutions to delight our customers.

Essential Duties and Responsibilities:
Seek to identify actionable customer insights to enable fact-based decision making which drives sustainable, profitable growth
Ability to leverage insights from our existing Cigna Commercial customers to pinpoint new markets
Identify varying needs of customers sub-segments to create tailored solutions
Work independently to deliver results and own the management of stakeholder specific requirements and scorecards to capture metrics that measure performance
Exercise considerable creativity, foresight, and judgment in conceiving, planning, and delivering data science initiatives
Maintain analytics skillset through investigating new technologies, modeling techniques, and apply them to our work
Develop analytic solutions that meet the basic needs of the business and build solid partnerships
Project ownership from data gathering and manipulation, to in depth analytics, to final summary or report generation.


Programming language experience in R and/or Python
SQL experience
Microsoft Excel experience
Demonstrated data analysis skillset either through prior experience in another analytical role or through the completion of a bachelor’s degree in a relevant field


Python Dash and/or R Shiny experience
Visualization development using ggplot, plotly, matplotlib, etc.
Experience with modern analytical methods (building, validating, and explaining complex models)
Working knowledge of the healthcare industry, particularly within the Medicare space

This role is Work at Home / Flex which allows most work to be performed at home. Employees must be fully vaccinated if they choose to come onsite.

This position is not eligible to be performed in Colorado.

About Cigna
Cigna Corporation exists to improve lives. We are a global health service company dedicated to improving the health, well-being and peace of mind of those we serve. Together, with colleagues around the world, we aspire to transform health services, making them more affordable and accessible to millions. Through our unmatched expertise, bold action, fresh ideas and an unwavering commitment to patient-centered care, we are a force of health services innovation. When you work with us, or one of our subsidiaries, you’ll enjoy meaningful career experiences that enrich people’s lives. What difference will you make?

Qualified applicants will be considered without regard to race, color, age, disability, sex, childbirth (including pregnancy) or related medical conditions including but not limited to lactation, sexual orientation, gender identity or expression, veteran or military status, religion, national origin, ancestry, marital or familial status, genetic information, status with regard to public assistance, citizenship status or any other characteristic protected by applicable equal employment opportunity laws.

If you require reasonable accommodation in completing the online application process, please email: SeeYourself@cigna.com for support. Do not email SeeYourself@cigna.com for an update on your application or to provide your resume as you will not receive a response.",3.7,Cigna,"Hartford, CT",10000+ Employees,1865.0,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),80,156,118.0,CT,156.0,1,0,0,1,data scientist,na
381,Junior Data Engineer,80 - 156 ,"In this age of disruption, organizations need to navigate the future with confidence by tapping into the power of data analytics, robotics, and cognitive technologies such as Artificial Intelligence (AI). Our Strategy & Analytics portfolio helps clients leverage rigorous analytical capabilities and a pragmatic mindset to solve the most complex of problems. By joining our team, you will play a key role in helping to our clients uncover hidden relationships from vast troves of data and transforming the Government and Public Services marketplace.

Work you'll do

We are looking for experienced Data Engineers to build and deliver innovative, game-changing mission-driven data pipelines. On this project, you will be responsible for leading the architecture and setup of hosted data lakes, as well as the ingestion pipeline and processing for large datasets, working closely with Agile software development team(s). This role includes responsibilities such as creating and managing schedules for data management (migration, integration, etc.) efforts, working with clients to validate migrated data, working with Agile development teams to understand changes and their impacts towards data migration efforts, among other tasks.

The team

Deloitte's Government and Public Services (GPS) practice - our people, ideas, technology and outcomes-is designed for impact. Serving federal, state, & local government clients as well as public higher education institutions, our team of over 15,000+ professionals brings fresh perspective to help clients anticipate disruption, reimagine the possible, and fulfill their mission promise.

The GPS Analytics and Cognitive (A&C) offering is responsible for developing advanced analytics products and applying data visualization and statistical programming tools to enterprise data in order to advance and enable the key mission outcomes for our clients. Our team supports all phases of analytic work product development, from the identification of key business questions through data collection and ETL, and from performing analyses and using a wide range of statistical, machine learning, and applied mathematical techniques to delivery insights to decision-makers. Our practitioners give special attention to the interplay between data and the business processes that produce it and the decision-makers that consume insights.

Qualifications

Required:



Preferred:



How you'll grow

At Deloitte, our professional development plan focuses on helping people at every level of their career to identify and use their strengths to do their best work every day. From entry-level employees to senior leaders, we believe there's always room to learn. We offer opportunities to help sharpen skills in addition to hands-on experience in the global, fast-changing business world. From on-the-job learning experiences to formal development programs, our professionals have a variety of opportunities to continue to grow throughout their career.",4.0,Deloitte,"Washington, DC",10000+ Employees,1850.0,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),80,156,118.0,DC,171.0,0,0,1,0,data engineer,na
382,Data scientist,80 - 156 ,"Who we are: At PayPal (NASDAQ: PYPL), we believe that every person has the right to participate fully in the global economy. Our mission is to democratize financial services to ensure that everyone, regardless of background or economic standing, has access to affordable, convenient, and secure products and services to take control of their financial lives. We’re a purpose-driven company, and our beliefs are the foundation of how we conduct business every day. We’re guided by our core values of Inclusion, Innovation, Collaboration, and Wellness. Collectively, these values inspire us to work together as One Team with our customers at the center of everything we do, and to take care of ourselves, each other, and the communities in which we live and work. We challenge the status quo, ask questions, and find solutions. Join us as we enable the hopes, dreams, and ambitions of millions of people around the world.
Job Description Summary: PayPal’s Global Data Sciences team is responsible for developing and enhancing machine learning and data mining capabilities, which are key in PayPal’s top-of-the-line data-driven decisions. We are a group of data scientists and problem solvers with strong analytical, mathematical, and programming skills and like to approach various kinds of challenges in complex environments. This role offers a unique opportunity to innovate and improve PayPal’s Data Science capabilities for Risk Detection and Customer Operations.",4.1,PayPal,"San Jose, CA",10000+ Employees,1998.0,Company - Public,Internet,Information Technology,$10+ billion (USD),80,156,118.0,CA,23.0,0,0,1,0,data scientist,na
383,Data Scientist,80 - 156 ,"At Polaris Inc., we have fun doing what we love by driving change and innovation. We empower employees to take on challenging assignments and roles with an elevated level of responsibility in our agile working environment. Our people make us who we are, and we create incredible products and experiences that empower us to Think Outside.
POSITION SUMMARY:
Polaris’s Data Science team works with business leaders across the enterprise to drive optimized strategy using data. The Data Scientist is responsible for creating recommendations for complex business decisions using predictive analytics. In addition to advanced analytics skills, this role is also proficient at integrating and preparing large, varied datasets, designing and implementing production algorithm scoring, and communicating results. Your focus will be on the back-end of the business, optimizing decisions related to supply chain flow, advanced manufacturing, tooling data, and ensuring the highest quality manufactured products. You are primarily a data scientist but are passionate about developing advanced end-to-end analytics and technology solutions that drive value for our business.",3.8,Polaris Inc.,"Plymouth, MN",10000+ Employees,1954.0,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$5 to $10 billion (USD),80,156,118.0,MN,67.0,0,0,0,0,data scientist,na
384,Data Scientist,80 - 156 ,"Data Scientist - Top Secret Clearance

Do you want to build your brand by working for a leading consulting firm that drives eminence in the marketplace? Are you interested in leveraging your analytical skills and strategic ideas to improve mission execution? If so, Deloitte could be the place for you! Our Government and Public Services Strategy and Analytics team brings deep industry expertise, rigorous analytical capabilities and a pragmatic mindset to help solve our client's most complex business problems. Join our team and play a key role in helping to design our clients' roadmap to the future and help transform the Federal marketplace.

Work you'll do

The Analytics & Cognitive Consultant will join a team responsible for developing advanced analytics products; applying data visualization and statistical programming tools to enterprise data to advance and enable the key mission outcomes. In this role, they will support all phases of analytic work product development, from the identification of key business questions, through data collection and ETL, from performing analyses and using a wide range of statistical, machine learning, and applied mathematical techniques to delivery insights to decision-makers. This role requires special attention to the interplay between data and the business processes that produce it and the decision-makers that consume insights

Additional duties:






Travel up to 10% (While 10% of travel is a requirement of the role, due to COVID-19, non-essential travel has been suspended until further notice.)



Analytics & Cognitive

In this age of disruption, organizations need to navigate the future with confidence by tapping into the power of data analytics, robotics, and cognitive technologies such as Artificial Intelligence. Our Strategy & Analytics portfolio helps clients leverage rigorous analytical capabilities and a pragmatic mindset to solve the most complex of problems. By joining our team, you will play a key role in helping to our clients uncover hidden relationships from vast troves of data and transforming the GPS marketplace.

Analytics & Cognitive will work with our clients to:






Required:







Preferred:









At Deloitte, our professional development plan focuses on helping people at every level of their career to identify and use their strengths to do their best work every day. From entry-level employees to senior leaders, we believe there's always room to learn. We offer opportunities to help sharpen skills in addition to hands-on experience in the global, fast-changing business world. From on-the-job learning experiences to formal development programs at Deloitte University, our professionals have a variety of opportunities to continue to grow throughout their career. Explore Deloitte University, The Leadership Center.",4.0,Deloitte,"Rosslyn, VA",10000+ Employees,1850.0,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),80,156,118.0,VA,171.0,0,0,1,0,data scientist,na
385,Data Scientist (Upstream),80 - 156 ,"JOB SUMMARY

Data scientists at ExxonMobil combine domain expertise with interdisciplinary data science skills to bring insights to today’s most challenging energy decisions. We are looking to hire candidates to work on challenging data science problems across our oil & gas businesses, including exploration, production, refining, chemicals, and retail.

JOB RESPONSIBILITIES

Apply statistical analysis, pattern recognition, and machine learning – along with domain knowledge and subject-specific models – to solve science, engineering, and commercial problems.",3.1,ExxonMobil,"Houston, TX",10000+ Employees,1870.0,Company - Public,Energy,"Oil, Gas, Energy & Utilities",$10+ billion (USD),80,156,118.0,TX,151.0,0,0,1,0,data scientist,na
387,Data Scientist II,80 - 156 ,"Career Area:
Information Analytics
Job Description:
JOB PURPOSE:
Caterpillar uses quantitative methods such as business simulations, data mining, and advanced statistical techniques to solve problems. The Data Scientist II contributes to this mission by leveraging his or her quantitative analysis, data management, modeling and/or data visualization skills as an individual contributor to project teams tasked with solving business problems.



Relocation is available for this position.",4.0,Caterpillar,"Nashville, TN",10000+ Employees,1925.0,Company - Public,Industrial Manufacturing,Manufacturing,$10+ billion (USD),80,156,118.0,TN,96.0,0,0,0,0,data scientist,na
388,Data Scientist (Remote),80 - 156 ,"Buscamos un/a Data Scientist para sumarse a nuestro equipo.

¿Qué buscamos de vos?
Que te guste hacer Data Analytics y quieras sumarte a nuestra área de servicios para la ejecución de proyectos y desarrollos de pruebas de conceptos que solucionen los problemas de nuestros clientes y también mejoren la performance de nuestros procesos internos.
Tareas a realizar
Analizar grandes volúmenes de datos, buscar correlaciones, y diferentes tipos de relaciones para extraer insights relevantes y generar valor para el cliente.",4.9,Retargetly,Remote,51 to 200 Employees,2014.0,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,80,156,118.0,te,7.0,0,0,0,0,data scientist,na
390,"Data Scientist, Game Analytics & Strategy",80 - 156 ,"At the NBA, we’re passionate about growing and celebrating the game of basketball. Through the intensity of the game and the amazing athletic skill of our players, we deliver excitement to hundreds of millions of fans around the world. As a global sports and media business, the NBA is so much more. While Basketball Operations runs the league’s on-court activities, other departments manage relationships with television and digital media partners, develop marketing partnerships with some of the world’s most recognizable companies, oversee the licensing of NBA merchandise, and handle a wide range of responsibilities that drive the NBA’s success.

The NBA is committed to providing a safe and healthy workplace. To safeguard our employees and their families, our visitors and the broader community from COVID-19, and in consideration of recommendations from health authorities and the NBA’s own advisors, any individual working onsite in our New York and New Jersey offices must be fully vaccinated against COVID-19. The NBA will discuss accommodations for individuals who cannot be vaccinated due to a medical reason or sincerely held religious belief, practice, or observance.",3.9,the NBA,"New York, NY",1001 to 5000 Employees,1946.0,Company - Private,Sports & Recreation,"Arts, Entertainment & Recreation",Unknown / Non-Applicable,80,156,118.0,NY,75.0,0,0,0,0,data scientist,na
391,Data Scientist (Expert) - Data & Analytics - IT - CS - US,80 - 156 ,"Candidate will develop descriptive, predictive, causal inferential, and prescriptive models, will be able to explore alternative data opportunities and cutting-edge modeling methodologies to improve existing models, should be a clear thinker and an effective communicator, able to translate technical work to a broader business audience to inform commercial decision at Bayer.

Candidate is also expected to collaborate with system integration and data warehouse engineers on data extraction and data cleaning, and work closely with the software engineering team to productize analytic application.

Required Skills:
Statistical and analytical sense, ability to communicate effectively, either R or Python, statistical models, model inference/ interpretation, and machine learning algorithm and package.",4.1,Bayer,"Saint Louis, MO",10000+ Employees,1863.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),80,156,118.0,MO,158.0,1,0,1,0,data scientist,na
392,Junior Data Scientist,80 - 156 ,"Overview:
SRI International, an over 75-year strong pioneering research institute, has a rich history supporting government and industry. Our innovations have created new industries, billions of dollars in market value and lasting benefits to society. SRI is organized around broad disciplines and capabilities, with research and development divisions and labs to groups who excel at identifying new opportunities, developing products and creating custom solutions. Our organization is driven by impact - delivering unique solutions for the world's important challenges and transforming ideas into reality for clients and partners.
Responsibilities:
The Junior Data Scientist, as part of SRI International's Center for Innovation Strategy and Policy (CISP), will contribute to the design and execution of data analysis tasks in support of a diverse range of clients and projects, based out of our Arlington, VA location (Remote work due to COVID). CISP helps organizations, regions, and countries achieve economic and social impact through effective investments in science, technology, and innovation.
Qualifications:",3.8,SRI International,"Arlington, VA",1001 to 5000 Employees,1946.0,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),80,156,118.0,VA,75.0,0,0,0,0,data scientist,na
393,Data Scientist,80 - 156 ,"Data Scientists develop algorithms and statistical methods that find patterns and relationships in large volumes of data, driving operations and shaping CIA technology investments.
Full time
Starting salary: $70,150 - $172,500*
Higher starting salary possible depending on experience level
Bachelor's degree
Foreign language bonus eligible
About the Job
As a Data Scientist for CIA, you will organize and interpret data to inform U.S. decision-makers, drive successful operations, and shape CIA technology and resource investments. Through CIA’s global mission, the Agency has access to unique and highly specialized data sets. You will work with advanced hardware, software, and techniques to develop computational algorithms and statistical methods that find patterns and relationships in large volumes of data. You will also create scalable, high performance, and repeatable computational solutions which realize their algorithmic approaches. Data Scientists clearly communicate their conclusions to a diverse audience and become experts through Agency-sponsored continuing education, attendance at academic, and technical conferences as well as collaboration with the Intelligence Community.",4.0,Central Intelligence Agency,"Washington, DC",Unknown,1947.0,Government,Federal Agencies,Government,Unknown / Non-Applicable,80,156,118.0,DC,74.0,0,0,0,0,data scientist,na
394,Lead Data Scientist,80 - 156 ,"JOB POSITION: Lead Data Scientist
LOCATION: 1000 Nicollet Mall, Minneapolis, MN 55403
DUTIES: Use analytics tools and develop statistical models to gain insight into the organization’s supply chain network and make it more efficient; integrate output into users platforms for data consumption; development of forecasting and time-series models for supply chain operations research; recommend and document the application of statistical models and build statistical models as well as explore other data science techniques including supervised and unsupervised machine learning techniques; creating linear optimization models and applying linear programming for optimization problems; apply data science techniques building off current models, generate metrics and reports on the performance of their models; apply insights and testing in partnership with business users and run additional tests and improving model output; actively participate in team meetings and support agile ceremonies; mentor and train other scientists on technical solutions; work directly with managers, data science, engineering and business users to share insight and provide access statistical output; and engage with product owners and users to review analysis and recommend additional data points and analytical techniques to be applied. Tools used: Python, PySpark, Hadoop, Git, SQL, R, Jira, Microsoft Office, PyTorch, and TensorFlow Keras. Position includes a telecommute benefit within commuting distance to Minneapolis-area Target office, as directed.


Qualifications:",3.7,TARGET,"Minneapolis, MN",10000+ Employees,1962.0,Company - Public,General Merchandise & Superstores,Retail,$10+ billion (USD),80,156,118.0,MN,59.0,1,0,1,0,data scientist,senior
395,Data Scientist,80 - 156 ,"Do you like to apply Data Science in the development of machine processes and Vision Systems in the consumer goods industry? Do you like to solve manufacturing challenges? How would you like to turn on your creative genius and problem-solving to design next generation smart manufacturing systems that deliver superior quality products for consumers? If this sounds like fun, we are looking for someone with your skills and abilities.
As a Data Scientist, you will use modern data analysis and machine learning approaches to help us to develop and understand complex manufacturing systems. You will be working with a highly talented cross-functional team of R&D scientists and engineers with expertise in R&D, manufacturing processes and data infrastructure. This role has a unique ability to use the power of data science to deliver insights and drive end to end thinking starting from raw material to manufacturing processes to final product as delivered to our consumers. Ultimately you will be turning insights derived from data science into actionable recommendations that drive business value.",4.2,Procter & Gamble,"Cincinnati, OH",10000+ Employees,1837.0,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),80,156,118.0,OH,184.0,0,0,1,0,data scientist,na
396,"Data Scientist, Junior",80 - 156 ,"The Challenge:
Are you excited at the prospect of unlocking the secrets held by a data set? Are you fascinated by the possibilities presented by cybersecurity, machine learning, and artificial intelligence advances? In an increasingly connected world, massive amounts of structured and unstructured data open up new opportunities. As a data scientist, you can turn these complex data sets into useful information to solve global challenges.
We have an opportunity for you to use your leadership and analytical skills to improve commercial practice. You’ll work closely with clients to understand their questions and needs, then dig into their data-rich environment to find the pieces of their information puzzle. You’ll mentor teammates, conduct data analysis and modeling, design data-driven solutions and approaches for clients, and use the right combination of tools and frameworks to turn that set of disparate data points into objective answers to help our commercial security clients make informed decisions. You’ll provide your client with a deep understanding of their data, what it all means, and how they can use it. Join us as we use data science for good in commercial Cybersecurity. This position is open to remote delivery anywhere within the U.S., to include the District of Columbia.
#LI-AH1, #LI-Remote, DH1, ID13-CMCL",4.2,Booz Allen Hamilton,"New York, NY",10000+ Employees,1914.0,Company - Public,Consulting,Business Services,$5 to $10 billion (USD),80,156,118.0,NY,107.0,0,0,1,0,data scientist,na
